timestamp,type,participantId,killerId,victimId,assistingParticipantIds,itemId,skillSlot,level,levelUpType,wardType,creatorId,teamId,laneType,buildingType,towerType,bounty,multiKillLength,monsterType,monsterSubType,position,realTimestamp,shutdownBounty,killStreakLength,afterId,beforeId,transformType,name
120016,LEVEL_UP,7.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
120016,SKILL_LEVEL_UP,7.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
120016,LEVEL_UP,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
120016,SKILL_LEVEL_UP,2.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
120016,ITEM_DESTROYED,10.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,8.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,ITEM_DESTROYED,2.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,1.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180102,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,7.0,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,3.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180102,ITEM_DESTROYED,10.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,4.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,5.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,6.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,6.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,8.0,,,,,,,,,,,,,,,,
180102,LEVEL_UP,9.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,10.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
180102,ITEM_DESTROYED,3.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,9.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,10.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,1.0,,,,,,,,,,,,,,,,
180102,ITEM_DESTROYED,4.0,,,,2010.0,,,,,,,,,,,,,,,,,,,,,
180102,ITEM_DESTROYED,7.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,7.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,7.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,6.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,6.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,LEVEL_UP,8.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
180102,SKILL_LEVEL_UP,8.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
180102,ITEM_DESTROYED,1.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
240121,LEVEL_UP,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
240121,ITEM_PURCHASED,2.0,,,,1036.0,,,,,,,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,3.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,10.0,,,,,,,,,,,,,,,,
240121,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,5.0,,,,,,,,,,,,,,,,
240121,LEVEL_UP,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
240121,LEVEL_UP,9.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,1.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,4.0,,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,9.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,CHAMPION_KILL,,8.0,3.0,,,,,,,,,,,,300.0,,,,"{""x"": 8134, ""y"": 7785}",,0.0,0.0,,,,
240121,CHAMPION_SPECIAL_KILL,,8.0,,,,,,,,,,,,,,,,,"{""x"": 8222, ""y"": 7849}",,,,,,,
240121,FEAT_UPDATE,,,,,,,,,,,200.0,,,,,,,,,,,,,,,
240121,LEVEL_UP,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,6.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,LEVEL_UP,8.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
240121,ITEM_DESTROYED,5.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
240121,ITEM_DESTROYED,5.0,,,,2010.0,,,,,,,,,,,,,,,,,,,,,
240121,CHAMPION_KILL,,2.0,10.0,"[4, 5]",,,,,,,,,,,300.0,,,,"{""x"": 10738, ""y"": 3235}",,0.0,0.0,,,,
240121,LEVEL_UP,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
240121,FEAT_UPDATE,,,,,,,,,,,100.0,,,,,,,,,,,,,,,
240121,CHAMPION_KILL,,2.0,9.0,"[4, 5]",,,,,,,,,,,300.0,,,,"{""x"": 10177, ""y"": 2590}",,0.0,1.0,,,,
240121,CHAMPION_SPECIAL_KILL,,2.0,,,,,,,,,,,,,,2.0,,,"{""x"": 10333, ""y"": 2779}",,,,,,,
240121,FEAT_UPDATE,,,,,,,,,,,100.0,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,8.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,ITEM_PURCHASED,3.0,,,,2022.0,,,,,,,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,4.0,,,,,3.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,ITEM_PURCHASED,8.0,,,,1052.0,,,,,,,,,,,,,,,,,,,,,
240121,ITEM_PURCHASED,8.0,,,,1027.0,,,,,,,,,,,,,,,,,,,,,
240121,LEVEL_UP,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
240121,ITEM_PURCHASED,9.0,,,,1036.0,,,,,,,,,,,,,,,,,,,,,
240121,LEVEL_UP,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
240121,ITEM_PURCHASED,10.0,,,,1001.0,,,,,,,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,5.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,ITEM_PURCHASED,9.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,3.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,ITEM_DESTROYED,5.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
240121,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,7.0,,,,,,,,,,,,,,,,
240121,WARD_KILL,,2.0,,,,,,,YELLOW_TRINKET,,,,,,,,,,,,,,,,,
240121,LEVEL_UP,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
240121,SKILL_LEVEL_UP,1.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
240121,ITEM_PURCHASED,6.0,,,,2022.0,,,,,,,,,,,,,,,,,,,,,
300147,ITEM_DESTROYED,5.0,,,,2010.0,,,,,,,,,,,,,,,,,,,,,
300147,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,8.0,,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,6.0,,,,1028.0,,,,,,,,,,,,,,,,,,,,,
300147,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,3.0,,,,,,,,,,,,,,,,
300147,CHAMPION_KILL,,9.0,5.0,"[7, 8, 10]",,,,,,,,,,,300.0,,,,"{""x"": 11020, ""y"": 7040}",,0.0,0.0,,,,
300147,FEAT_UPDATE,,,,,,,,,,,200.0,,,,,,,,,,,,,,,
300147,LEVEL_UP,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
300147,LEVEL_UP,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
300147,SKILL_LEVEL_UP,2.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
300147,CHAMPION_KILL,,9.0,2.0,"[8, 10]",,,,,,,,,,,300.0,,,,"{""x"": 11388, ""y"": 6910}",,108.0,1.0,,,,
300147,CHAMPION_SPECIAL_KILL,,9.0,,,,,,,,,,,,,,2.0,,,"{""x"": 11478, ""y"": 6698}",,,,,,,
300147,FEAT_UPDATE,,,,,,,,,,,200.0,,,,,,,,,,,,,,,
300147,FEAT_UPDATE,,,,,,,,,,,100.0,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,5.0,,,,1001.0,,,,,,,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,5.0,,,,1028.0,,,,,,,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,4.0,,,,1083.0,,,,,,,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,4.0,,,,1036.0,,,,,,,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,4.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,2.0,,,,1043.0,,,,,,,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,2.0,,,,1001.0,,,,,,,,,,,,,,,,,,,,,
300147,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,10.0,,,,,,,,,,,,,,,,
300147,SKILL_LEVEL_UP,4.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
300147,LEVEL_UP,7.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
300147,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,6.0,,,,,,,,,,,,,,,,
300147,SKILL_LEVEL_UP,7.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
300147,LEVEL_UP,10.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
300147,LEVEL_UP,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
300147,ITEM_DESTROYED,8.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
300147,SKILL_LEVEL_UP,1.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
300147,ITEM_PURCHASED,7.0,,,,1037.0,,,,,,,,,,,,,,,,,,,,,
300147,SKILL_LEVEL_UP,10.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
300147,LEVEL_UP,3.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
300147,SKILL_LEVEL_UP,3.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
300147,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,9.0,,,,,,,,,,,,,,,,
300147,LEVEL_UP,8.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
300147,SKILL_LEVEL_UP,8.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
360157,LEVEL_UP,6.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
360157,SKILL_LEVEL_UP,6.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
360157,ITEM_PURCHASED,9.0,,,,1037.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_PURCHASED,9.0,,,,1042.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_DESTROYED,8.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
360157,LEVEL_UP,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
360157,SKILL_LEVEL_UP,2.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
360157,ITEM_DESTROYED,6.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_PURCHASED,3.0,,,,1036.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_PURCHASED,3.0,,,,2055.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_DESTROYED,3.0,,,,3340.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_PURCHASED,3.0,,,,3364.0,,,,,,,,,,,,,,,,,,,,,
360157,LEVEL_UP,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
360157,ITEM_DESTROYED,1.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_DESTROYED,1.0,,,,2010.0,,,,,,,,,,,,,,,,,,,,,
360157,SKILL_LEVEL_UP,5.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
360157,LEVEL_UP,8.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,
360157,LEVEL_UP,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
360157,SKILL_LEVEL_UP,8.0,,,,,4.0,,NORMAL,,,,,,,,,,,,,,,,,,
360157,SKILL_LEVEL_UP,4.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
360157,CHAMPION_KILL,,6.0,1.0,[7],,,,,,,,,,,300.0,,,,"{""x"": 1735, ""y"": 13055}",,0.0,0.0,,,,
360157,ITEM_PURCHASED,1.0,,,,3147.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_DESTROYED,8.0,,,,1052.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_DESTROYED,8.0,,,,1027.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_PURCHASED,8.0,,,,3802.0,,,,,,,,,,,,,,,,,,,,,
360157,ITEM_PURCHASED,8.0,,,,1052.0,,,,,,,,,,,,,,,,,,,,,
360157,LEVEL_UP,6.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,
360157,LEVEL_UP,7.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
360157,SKILL_LEVEL_UP,6.0,,,,,4.0,,NORMAL,,,,,,,,,,,,,,,,,,
360157,SKILL_LEVEL_UP,7.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
360157,CHAMPION_KILL,,2.0,7.0,[1],,,,,,,,,,,300.0,,,,"{""x"": 2213, ""y"": 13585}",,0.0,0.0,,,,
360157,LEVEL_UP,1.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,
360157,CHAMPION_KILL,,6.0,2.0,[7],,,,,,,,,,,300.0,,,,"{""x"": 2611, ""y"": 13629}",,0.0,1.0,,,,
360157,SKILL_LEVEL_UP,1.0,,,,,4.0,,NORMAL,,,,,,,,,,,,,,,,,,
420185,ITEM_DESTROYED,5.0,,,,2010.0,,,,,,,,,,,,,,,,,,,,,
420185,LEVEL_UP,9.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
420185,ITEM_PURCHASED,2.0,,,,1037.0,,,,,,,,,,,,,,,,,,,,,
420185,SKILL_LEVEL_UP,9.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
420185,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,5.0,,,,,,,,,,,,,,,,
420185,ITEM_DESTROYED,7.0,,,,1037.0,,,,,,,,,,,,,,,,,,,,,
420185,ITEM_PURCHASED,7.0,,,,2020.0,,,,,,,,,,,,,,,,,,,,,
420185,LEVEL_UP,10.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
420185,ITEM_PURCHASED,7.0,,,,1001.0,,,,,,,,,,,,,,,,,,,,,
420185,LEVEL_UP,3.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,
420185,SKILL_LEVEL_UP,3.0,,,,,4.0,,NORMAL,,,,,,,,,,,,,,,,,,
420185,ITEM_DESTROYED,9.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
420185,SKILL_LEVEL_UP,10.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
420185,ITEM_DESTROYED,3.0,,,,2055.0,,,,,,,,,,,,,,,,,,,,,
420185,WARD_PLACED,,,,,,,,,CONTROL_WARD,3.0,,,,,,,,,,,,,,,,
420185,ITEM_DESTROYED,6.0,,,,2022.0,,,,,,,,,,,,,,,,,,,,,
420185,ITEM_PURCHASED,6.0,,,,3057.0,,,,,,,,,,,,,,,,,,,,,
420185,ITEM_DESTROYED,6.0,,,,1028.0,,,,,,,,,,,,,,,,,,,,,
420185,ITEM_PURCHASED,6.0,,,,3044.0,,,,,,,,,,,,,,,,,,,,,
420185,ITEM_PURCHASED,6.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
420185,LEVEL_UP,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
420185,SKILL_LEVEL_UP,2.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
420185,ITEM_DESTROYED,1.0,,,,2010.0,,,,,,,,,,,,,,,,,,,,,
420185,ITEM_DESTROYED,6.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
420185,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,8.0,,,,,,,,,,,,,,,,
420185,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,9.0,,,,,,,,,,,,,,,,
480213,ITEM_DESTROYED,1.0,,,,2010.0,,,,,,,,,,,,,,,,,,,,,
480213,CHAMPION_KILL,,6.0,1.0,,,,,,,,,,,,284.0,,,,"{""x"": 1530, ""y"": 11446}",,0.0,2.0,,,,
480213,LEVEL_UP,6.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,10.0,,,,1028.0,,,,,,,,,,,,,,,,,,,,,
480213,LEVEL_UP,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
480213,ITEM_DESTROYED,10.0,,,,1028.0,,,,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,10.0,,,,3067.0,,,,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,1.0,,,,1052.0,,,,,,,,,,,,,,,,,,,,,
480213,SKILL_LEVEL_UP,5.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,9.0,,,,1036.0,,,,,,,,,,,,,,,,,,,,,
480213,SKILL_LEVEL_UP,6.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
480213,LEVEL_UP,4.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,9.0,,,,2003.0,,,,,,,,,,,,,,,,,,,,,
480213,SKILL_LEVEL_UP,4.0,,,,,4.0,,NORMAL,,,,,,,,,,,,,,,,,,
480213,LEVEL_UP,8.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,
480213,ITEM_DESTROYED,5.0,,,,3865.0,,,,,,,,,,,,,,,,,,,,,
480213,SKILL_LEVEL_UP,8.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
480213,TURRET_PLATE_DESTROYED,,4.0,,,,,,,,,200.0,BOT_LANE,,,,,,,"{""x"": 13866, ""y"": 4505}",,,,,,,
480213,TURRET_PLATE_DESTROYED,,6.0,,,,,,,,,100.0,TOP_LANE,,,,,,,"{""x"": 981, ""y"": 10441}",,,,,,,
480213,LEVEL_UP,7.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,
480213,SKILL_LEVEL_UP,7.0,,,,,4.0,,NORMAL,,,,,,,,,,,,,,,,,,
480213,TURRET_PLATE_DESTROYED,,6.0,,,,,,,,,100.0,TOP_LANE,,,,,,,"{""x"": 981, ""y"": 10441}",,,,,,,
480213,WARD_PLACED,,,,,,,,,SIGHT_WARD,5.0,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,4.0,,,,3144.0,,,,,,,,,,,,,,,,,,,,,
480213,ITEM_DESTROYED,5.0,,,,1028.0,,,,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,5.0,,,,3067.0,,,,,,,,,,,,,,,,,,,,,
480213,ITEM_DESTROYED,5.0,,,,3340.0,,,,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,5.0,,,,3364.0,,,,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,5.0,,,,2031.0,,,,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,5.0,,,,2055.0,,,,,,,,,,,,,,,,,,,,,
480213,TURRET_PLATE_DESTROYED,,0.0,,,,,,,,,100.0,MID_LANE,,,,,,,"{""x"": 5846, ""y"": 6396}",,,,,,,
480213,LEVEL_UP,9.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
480213,SKILL_LEVEL_UP,9.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
480213,ITEM_PURCHASED,6.0,,,,3158.0,,,,,,,,,,,,,,,,,,,,,
480213,LEVEL_UP,3.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,
480213,WARD_PLACED,,,,,,,,,YELLOW_TRINKET,10.0,,,,,,,,,,,,,,,,
480213,SKILL_LEVEL_UP,3.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
480213,LEVEL_UP,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,
480213,WARD_PLACED,,,,,,,,,UNDEFINED,7.0,,,,,,,,,,,,,,,,
480213,SKILL_LEVEL_UP,1.0,,,,,1.0,,NORMAL,,,,,,,,,,,,,,,,,,
480213,CHAMPION_KILL,,7.0,2.0,"[8, 10]",,,,,,,,,,,292.0,,,,"{""x"": 6161, ""y"": 6239}",,0.0,0.0,,,,
480213,LEVEL_UP,10.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,
540232,ITEM_DESTROYED,2.0,,,,1036.0,,,,,,,,,,,,,,,,,,,,,
540232,ITEM_PURCHASED,2.0,,,,1053.0,,,,,,,,,,,,,,,,,,,,,
540232,ITEM_DESTROYED,10.0,,,,3865.0,,,,,,,,,,,,,,,,,,,,,
540232,SKILL_LEVEL_UP,10.0,,,,,2.0,,NORMAL,,,,,,,,,,,,,,,,,,
540232,WARD_PLACED,,,,,,,,,SIGHT_WARD,5.0,,,,,,,,,,,,,,,,
